"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1667938784226","61.4448386571803","62.0716532055973","61.1724483900361","56.9523194182048","55.2212298456638","49.2900018693271","54.8209650477039","48.2212508871505","65.1058528808927","65.429472355364","62.0422999271985","59.0087548331503","57.3520512042719","67.9671544038876","77.9340058013042","80.8546218222793","83.9575340570065","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2407056257171","61.0845054836964","60.5766056878789","60.9513538684793","55.8387457177663","53.2796286266925","48.9785684061253","47.2689673396611","42.5778247406257","40.734299180423","37.69388737607","33.3652554530176","29.4365413991582","33.5276521290406","45.5562660676123","47.0978977956598","54.5923022619233","65.9150098847756","","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.85859606089023","8.86114160263444","8.40592625598752","4.13211664352311","5.49573382018704","4.29462766388461","4.09994973791915","4.82756843136244","5.24573202276255","5.46134509189813","5.8231647750484","5.4837993786063","4.76199272216783","5.57204288050391","8.84412442885233","8.90061254597494","6.56372303978346","10.3602147794088","","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3529569700186","50.885878676606","44.3811735280572","73.2874344245383","92.5041549633946","82.6296763772431","72.1500093617578","69.4216870247448","77.9616791324911","85.5546979726922","","","","","","","","","","","","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3110720482588","61.8051718306642","62.7159177595616","61.3935429115929","58.0658931186434","54.2504292361781","49.2900018693271","48.1102759111799","48.1966852579172","49.6283894288063","49.7321949098571","44.0176076348994","42.6799089755102","52.1120048317537","60.4433519278113","64.9128810308861","67.4557016474576","73.1731926082817","","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.3896262023621","80.2537722908093","77.6607849157471","74.6498645976973","63.995493330602","55.2212298456638","49.2900018693271","46.8854736359406","48.172119628684","46.3398474226544","42.2448247124164","39.6908709606405","36.0138061141363","31.9677251162815","41.2370393693828","46.9962586851951","45.9579720524816","50.8180967301157","","",
