"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.USER.P2","Internet users (per 100 people)","Internet users are individuals who have used the Internet (from any location) in the last 12 months. Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",
