"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Antigua and Barbuda","ATG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","8.39999961853027","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","6.09999990463257","5.80000019073486","7.19999980926514","10","9","8.30000019073486","8.10000038146973","8.10000038146973","7.19999980926514","6.19999980926514","6.90000009536743","9.60000038146973","10.6999998092651","10.8999996185303","9.69999980926514","8.5","8.5","8.39999961853027","7.69999980926514","6.90000009536743","6.30000019073486","6.69999980926514","6.40000009536743","5.90000009536743","5.40000009536743","5","4.80000019073486","4.40000009536743","4.19999980926514","5.59999990463257","5.19999980926514","5.09999990463257","5.19999980926514","","","",
"Austria","AUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","3.29999995231628","4.09999990463257","3.79999995231628","3.59999990463257","3.09999990463257","3.79999995231628","3.59999990463257","3.09999990463257","3.20000004768372","3.40000009536743","3.59999990463257","4.30000019073486","3.5","3.70000004768372","4.09999990463257","4.19999980926514","4.19999980926514","3.70000004768372","3.5","3.59999990463257","4","4.30000019073486","4.90000009536743","5.19999980926514","4.69999980926514","4.40000009536743","3.79999995231628","4.80000019073486","4.40000009536743","4.09999990463257","4.30000019073486","4.90000009536743","","",
"Azerbaijan","AZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2999992370605","11.8000001907349","10.8999996185303","10","9.19999980926514","8","7.30000019073486","6.59999990463257","6.30000019073486","5.90000009536743","5.69999980926514","5.59999990463257","5.40000009536743","5.19999980926514","4.96999979019165","","",
"Burundi","BDI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","11.6999998092651","11.8999996185303","11.3000001907349","11.3000001907349","11.3000001907349","10.1000003814697","8.30000019073486","7.19999980926514","7","6.69999980926514","8.10000038146973","9.60000038146973","9.30000019073486","9.5","9","9.30000019073486","8.60000038146973","6.59999990463257","6.19999980926514","7.5","8.19999980926514","8.39999961853027","8.39999961853027","8.19999980926514","7.5","7","7.90000009536743","8.30000019073486","7.09999990463257","7.5","8.39999961853027","","",
"Benin","BEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.200000002980232","","","","","","1.5","","","","","","","","","","0.699999988079071","","","","","","","","1.03999996185303","","","","","",
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.29999995231628","","","","","","","","","2.59999990463257","","","","2.40000009536743","","","","","2.79999995231628","","2.70000004768372","2.29999995231628","3.29999995231628","","","","","","","","",
"Bangladesh","BGD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.79999995231628","1.79999995231628","1","","","0.899999976158142","","1.89999997615814","","","","","2.5","","","","3.29999995231628","","","4.30000019073486","","4.30000019073486","","","","5","4.53000020980835","","","","","",
"Bulgaria","BGR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3999996185303","20","15.6999998092651","13.5","13.6999998092651","12.1999998092651","14.1000003814697","16.2175559997559","19.9207820892334","18.1095027923584","13.7325782775879","12.0371160507202","10.0825757980347","8.95065975189209","6.87767696380615","5.60945129394531","6.81663942337036","10.2339630126953","11.2596445083618","12.269947052002","12.9407997131348","","",
"Bahrain","BHR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","","","","","","","","","","5.5","","","9","","","","","","1.10000002384186","1.23000001907349","1.20000004768372","","","",
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1999998092651","","11","11.6999998092651","","12.1999998092651","14.6999998092651","13","13.3999996185303","10.8000001907349","11.5","9.80000019073486","7.59999990463257","7.40000009536743","","6.90000009536743","9","10.8000001907349","10.3000001907349","10.1999998092651","7.59999990463257","7.90000009536743","8.69999980926514","14.1999998092651","","13.6999998092651","14","16.1800003051758","","",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6000003814697","","","","","","","","","","","","","","","31.7999992370605","29.7000007629395","23.8999996185303","24.1000003814697","27.2000007629395","27.6000003814697","28.1000003814697","27.4500007629395","","",
"Belarus","BLR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.09999990463257","","","","","","",
"Belize","BLZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.90000009536743","","9.80000019073486","11.1000003814697","12.5","13.8000001907349","12.6999998092651","14.3000001907349","12.8000001907349","","9.10000038146973","10","","","11","9.39999961853027","8.5","8.19999980926514","","23.2600002288818","","14.4300003051758","11.6800003051758","","",
"Bermuda","BMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","2.70000004768372","","","","","","","","","4.48000001907349","","","8.4399995803833","6.65999984741211","","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","5.80000019073486","9.69999980926514","11","14.1999998092651","15.1000003814697","18.6000003814697","20","20.5","18","20","19","6.59999990463257","5.5","6","3.09999990463257","3.59999990463257","5.19999980926514","3.70000004768372","","4.30000019073486","4.80000019073486","5.40000009536743","5.40000009536743","","4.30000019073486","5.40000009536743","5.30000019073486","5.19999980926514","2.90000009536743","3.40000009536743","","2.70000004768372","","","","",
"Brazil","BRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","4.30000019073486","3.90000009536743","4.90000009536743","4.30000019073486","3.40000009536743","2.40000009536743","3.59999990463257","3.79999995231628","3","3.70000004768372","","6.40000009536743","6","","6","6.80000019073486","7.69999980926514","8.89999961853027","9.60000038146973","","9.39999961853027","9.10000038146973","9.69999980926514","8.89999961853027","9.30000019073486","8.39999961853027","8.10000038146973","7.09999990463257","8.30000019073486","","6.69999980926514","","","","",
"Barbados","BRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","11.3999996185303","10.8000001907349","13.6999998092651","15","17.1000003814697","18.7000007629395","17.8999996185303","17.8999996185303","17.6000003814697","14.1000003814697","15","17.1000003814697","22.8999996185303","25.6000003814697","23","19.7000007629395","14.6999998092651","14.6000003814697","12.3000001907349","10.3999996185303","9.30000019073486","9.80000019073486","10.3000001907349","11","9.80000019073486","9.10000038146973","8.69999980926514","7.40000009536743","8.10000038146973","10","10.8000001907349","11.1999998092651","11.6000003814697","","","",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","","","","","","","","","","","","","","","","1.72000002861023","","","","",
"Bhutan","BTN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39999997615814","1.39999997615814","","1.89999997615814","","1.79999995231628","2.5","3.09999990463257","3.09999990463257","3.70000004768372","","4","3.29999995231628","3.09999990463257","2.09999990463257","","","",
"Botswana","BWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","25.7000007629395","","","","","","13.8000001907349","","","21.2000007629395","","21.5","","20.7999992370605","","15.8000001907349","18.6000003814697","","23.7999992370605","","","17.6000003814697","","","","17.8600006103516","","","","","",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","7.5","7.59999990463257","11","12","11.3000001907349","10.6000003814697","9.69999980926514","8.80000019073486","7.80000019073486","7.5","8.10000038146973","10.3000001907349","11.1999998092651","11.3999996185303","10.3999996185303","9.5","9.60000038146973","9.10000038146973","8.30000019073486","7.59999990463257","6.80000019073486","7.19999980926514","7.69999980926514","7.59999990463257","7.19999980926514","6.69999980926514","6.30000019073486","6","6.09999990463257","8.30000019073486","8","7.40000009536743","7.19999980926514","","","",
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7633683426184","11.862840579968","10.9141355098181","10.1198845250607","9.26348693410352","9.18252938624257","10.4973253428705","12.3196564286811","13.3075372488036","13.7467264045562","13.0213478372439","12.8536389037562","11.9749268408758","10.064040582898","7.77584075618542","6.59338768722269","8.49810627825084","9.9560627890224","9.79232812806018","10.0022296891266","10.0672207284628","","",
"Switzerland","CHE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09999990463257","1.79999995231628","2.79999995231628","3.70000004768372","3.90000009536743","3.29999995231628","3.70000004768372","4.09999990463257","3.59999990463257","3.09999990463257","2.70000004768372","2.5","2.90000009536743","4.09999990463257","4.30000019073486","4.40000009536743","4","3.59999990463257","3.40000009536743","4.09999990463257","4.5","4","4.19999980926514","4.40000009536743","","",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","10.3999996185303","11.3000001907349","19.6000003814697","14.6999998092651","13.8999996185303","12.1999998092651","8.69999980926514","7.90000009536743","6.30000019073486","5.30000019073486","5.69999980926514","5.30000019073486","4.40000009536743","4.5","5.90000009536743","4.69999980926514","6.30000019073486","6.09999990463257","6.30000019073486","9.80000019073486","9.19999980926514","9.10000038146973","8.89999961853027","8.5","8.80000019073486","8","7.69999980926514","7.09999990463257","7.80000019073486","9.69999980926514","8.10000038146973","7.09999990463257","6.40000009536743","","","",
"China","CHN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","4.90000009536743","3.79999995231628","3.20000004768372","2.29999995231628","1.89999997615814","1.79999995231628","2","2","2","2.59999990463257","2.5","2.29999995231628","2.29999995231628","2.59999990463257","2.79999995231628","2.90000009536743","3","3.09999990463257","3.09999990463257","3.09999990463257","3.09999990463257","3.59999990463257","4","4.30000019073486","4.19999980926514","4.19999980926514","4.09999990463257","4","","","2.90000009536743","","","","","",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","","","4.09999990463257","","","4.09999990463257","","","","","","","","","","","","","","9.40999984741211","","","",
"Cameroon","CMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10000038146973","","","","","7.5","","","","4.40000009536743","","2.90000009536743","","","3.79999995231628","","","","","",
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.10000038146973","8.10000038146973","9.10000038146973","11.1000003814697","13.1000003814697","14","12.8999996185303","10.8000001907349","10.1000003814697","8.89999961853027","10.1999998092651","10.1999998092651","9.5","8.5","8.39999961853027","8.69999980926514","11.8999996185303","12.1000003814697","15","20.1000003814697","16.6000003814697","15.1000003814697","15.8000001907349","14.1000003814697","14.3000001907349","12","11.6999998092651","11.1999998092651","11.1000003814697","11.8000001907349","12","11.1000003814697","10.6000003814697","8.93867015838623","","",
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","10.6700000762939","","","","","",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","5.90000009536743","8.69999980926514","9.39999961853027","9","5.40000009536743","6.90000009536743","6.30000019073486","5.59999990463257","5.40000009536743","3.70000004768372","4.69999980926514","5.59999990463257","4.09999990463257","4.09999990463257","4.19999980926514","5.19999980926514","6.19999980926514","5.69999980926514","5.59999990463257","6","5.09999990463257","6","6.40000009536743","6.59999990463257","6.40000009536743","6.59999990463257","5.90000009536743","4.59999990463257","4.90000009536743","7.80000019073486","7.30000019073486","7.69999980926514","7.80000019073486","8.51000022888184","","",
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6985969774161","15.6497424340023","16.3568010241394","17.1661360260996","16.2140916342357","15.6867143963902","15.3183504522213","15.2109899886315","14.3260292923828","14.0815110255337","","12.8733042405109","12.4039741662891","11.6288798458717","10.5917794261843","10.2158738074899","8.70752556648327","8.22687880518072","8.96112981231782","9.99618339948503","11.0583364833504","10.6556955681254","11.5388390878239","","","",
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000019073486","7.59999990463257","7.09999990463257","6.19999980926514","6.30000019073486","5.40000009536743","4.09999990463257","3.29999995231628","2.29999995231628","1.89999997615814","1.89999997615814","1.89999997615814","1.79999995231628","1.60000002384186","1.70000004768372","2.5","3.20000004768372","","","","",
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","","7.19999980926514","5.69999980926514","4.90000009536743","5.09999990463257","4.09999990463257","4","","","7.5","5.40000009536743","3.59999990463257","4.30000019073486","3.5","2.59999990463257","3.79999995231628","4","","","","","","","",
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09999990463257","","","","","","","5.69999980926514","4.96746444702148","3.98395323753357","3.2985258102417","4.13507843017578","4.33327484130859","5.30372714996338","4.54294490814209","3.92203950881958","3.6546802520752","5.36390066146851","6.26281881332397","7.85606670379639","11.7952156066895","15.8707160949707","","",
"Czech Republic","CZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29999995231628","","4.30000019073486","4.30000019073486","4","3.90000009536743","4.80000019073486","6.5","8.69999980926514","8.80000019073486","8.10000038146973","7.30000019073486","7.80000019073486","8.30000019073486","7.90000009536743","7.09999990463257","5.30000019073486","4.40000009536743","6.69999980926514","7.30000019073486","6.69999980926514","7","7","","",
"Germany","DEU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59999990463257","6.59999990463257","7.90000009536743","8.39999961853027","8.10000038146973","8.89999961853027","9.80000019073486","9.19999980926514","8.39999961853027","7.69999980926514","7.80000019073486","8.60000038146973","9.30000019073486","10.3000001907349","11.1000003814697","10.3000001907349","8.60000038146973","7.5","7.69999980926514","7.09999990463257","5.90000009536743","5.5","5.30000019073486","","",
"Djibouti","DJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.5","","","","","","","","","","","59.5","","","","","","","","","","","","","",
"Dominica","DMA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3000001907349","","9.80000019073486","","","","","","23.2000007629395","","15.6999998092651","","11","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","8.89999961853027","7.80000019073486","6","6.09999990463257","6.5","8.10000038146973","8.30000019073486","9.10000038146973","9","10.6999998092651","8","7","6.80000019073486","5.40000009536743","5","5.09999990463257","4.5","4.19999980926514","4.59999990463257","5.40000009536743","5.5","4.80000019073486","3.90000009536743","3.79999995231628","3.40000009536743","6","7.5","7.59999990463257","7.5","7","","",
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8999996185303","20.7000007629395","19.8999996185303","16.2000007629395","15.8000001907349","16.7000007629395","15.6000003814697","14.3999996185303","13.8000001907349","14.1999998092651","15.6999998092651","16.1000003814697","16.7000007629395","18.3999996185303","18","16.3999996185303","15.6999998092651","14.1999998092651","14.8999996185303","12.3999996185303","14.6999998092651","14.7399997711182","15.0200004577637","","",
"Algeria","DZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8999996185303","19.7999992370605","20.6000003814697","23","23.2000007629395","24.3999996185303","27.8999996185303","","25.3999996185303","","","29.7999992370605","27.2999992370605","25.8999996185303","23.7000007629395","20.1000003814697","15.3000001907349","12.3000001907349","13.8000001907349","11.3000001907349","10.1999998092651","10","10","10.9700002670288","9.81999969482422","","",
"East Asia & Pacific (developing only)","EAP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80161065227153","2.55440014752018","2.52865965384729","2.79407687476635","2.94185684541472","3.11567177707586","3.16448020471567","3.31931744075246","3.52646500935939","3.61297914494906","3.61130479173464","4.24169691271291","4.6253757161462","4.89487598394833","4.87539031734293","4.9842139779066","4.82608062555244","4.59588856271664","","","3.4842371600671","","","","","",
"East Asia & Pacific (all income levels)","EAS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78722559712294","2.60381116011568","2.59535169801082","2.86808382475891","3.00536627957595","3.1613874491877","3.20938530599998","3.35602440876201","3.68796148678436","3.78743188954183","3.73860383847776","4.31163994607624","4.67315171833476","4.90533899473585","4.84749305537637","4.91654080600551","4.74347766132071","4.5122427639999","","","3.60640369121224","","","","","",
"Europe & Central Asia (developing only)","ECA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57164782843661","10.4416700939921","9.85347316510008","10.6668956206851","10.3469375134037","9.76740402619774","9.98785688475252","9.49943695611396","9.48939720027161","9.37826719950472","8.95715118434839","10.6003227156304","10.2955717413029","9.71688241918056","9.26939251910079","","","",
"Europe & Central Asia (all income levels)","ECS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22513770190074","9.50217133677111","10.1898321058368","9.7866193043956","9.95145253587048","10.4117179140598","10.406826404204","10.3509705473796","9.50401041523002","9.01039560501592","8.93228906160375","8.94140758266725","8.99095430408036","8.64593466604769","8.20937254358098","7.36809658889272","7.21326183607836","9.18192641312747","9.26816090212687","8.9617222159489","9.20801856176205","10.5608609041823","","",
"Ecuador","ECU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19999980926514","7","7.90000009536743","6.09999990463257","5.80000019073486","8.89999961853027","8.30000019073486","7.09999990463257","6.90000009536743","10.3999996185303","9.19999980926514","11.5","14","9","10.6999998092651","9.10000038146973","11.3999996185303","8.60000038146973","7.69999980926514","7.69999980926514","6.09999990463257","7.30000019073486","6.5","5","4.19999980926514","4.09999990463257","","","",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","5.19999980926514","5.40000009536743","5.69999980926514","6.59999990463257","6","","","","","6.90000009536743","8.60000038146973","9.60000038146973","9","10.8999996185303","11","11.3000001907349","9","8.39999961853027","8.19999980926514","8.10000038146973","9","9.39999961853027","10.1999998092651","10.3999996185303","10.6999998092651","11.1999998092651","10.6000003814697","8.89999961853027","8.69999980926514","9.39999961853027","9","12","12.6999998092651","13.210000038147","","",
"Euro area","EMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.56337495915431","8.46476160261784","9.09465973120194","10.7095216501069","11.6207591521471","11.3191478385076","11.6101686923974","11.5657676518185","10.9837399533653","10.2670685523661","9.33210215608127","8.35698013785937","8.71677755871698","8.92580885040091","9.17580641921653","9.0052331968109","8.33432571732814","7.42309856202422","7.48420326100972","9.54051893845056","10.1423916941331","10.1284274987577","11.3540146708389","11.9053507300702","","",
"Eritrea","ERI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
